date,favorite_cnt,id,reply_to_id,retweet_cnt,text,user,user_id
Fri Oct 11 11:52:54 +0000 2019,,1182625115944751106,1.182624762759172e+18,,"@Nicolaaaasssss Bonjour, direction CDG ? Nous avons une anomalie de signalisation à l'entrée de Gare du Nord donc des vérifications sont actuellement en cours. ^b",RER B,1259475811
Thu Oct 10 16:30:00 +0000 2019,,1182332464494206977,1.1823321287779492e+18,,@idefix9131 Dans quelle gare allez-vous ? ^b,RER B,1259475811
Thu Oct 10 15:17:26 +0000 2019,,1182314202838515713,1.1823136440314511e+18,,"@RER_BETAIL Bonsoir, merci pour la personne ! Bonne soirée ! ^b",RER B,1259475811
Thu Oct 10 14:57:11 +0000 2019,,1182309104158687237,1.182308506285871e+18,,"@WITTKWSKURRT Bonjour, tous les malaises voyageurs ne sont pas annodins, comme ce soir. Une personne a fait une chute conséquente dans le train et une intervention des pompiers est nécessaire. Les trains se trouvant derrière vont pouvoir utiliser d'autres voies. ^b",RER B,1259475811
Wed Oct 09 04:45:23 +0000 2019,,1181792754126528512,1.181792057154773e+18,,"@to_michael_ Bonjour, je remonte l'info ! Merci pour votre signalement. Bonne journée à vous ! Joy",RER B,1259475811
Tue Oct 08 16:25:59 +0000 2019,,1181606678216740864,1.1816053157054792e+18,,"@Boulilulu Bonjour, oui il s'agit d'un problème sur son matériel. Malheureusement la lumière ne pourra pas être activée à distance comme nous le faisons d'habitude. Toutes nos excuses ! ^b",RER B,1259475811
Tue Oct 08 15:35:24 +0000 2019,,1181593946784489473,1.1815924434536202e+18,,"@ClemGwen Bonjour Gwen, il y avait du retard à cause du colis suspect à CDG2 et de nombreux trains juste derrière qui subissaient des ralentissements sur leurs parcours. Des mesures de régulation ont donc été prises par les équipes. ^b",RER B,1259475811
Tue Oct 08 15:08:37 +0000 2019,,1181587205971726339,1.1815865540216504e+18,,"@Yann91 Bonjour, oui effectivement et j'en suis désolée. C'est en répercussion du colis suspect à CDG2 un peu plus tôt. ^b",RER B,1259475811
Tue Oct 08 14:39:52 +0000 2019,,1181579971090948097,1.181579165025411e+18,,"@unital_ Bonjour Romain, il s'agit d'une campagne de sensibilisation contre les malaises voyageurs légers. Bonne soirée. ^b",RER B,1259475811
Mon Oct 07 17:37:02 +0000 2019,,1181262167028441090,1.1812595384372183e+18,,"@zazooub91 Bonsoir, dernier départ pour Mitry à 00h36. Bonne soirée. ^b",RER B,1259475811
Mon Oct 07 06:58:11 +0000 2019,,1181101396420124672,1.1811002863681987e+18,,"@vivelaprobite Bonjour, nous allons contacter le conducteur ! Bonne journée ! Joy",RER B,1259475811
Mon Oct 07 06:03:11 +0000 2019,,1181087557628678144,1.181087018555728e+18,,"@_AnneLala Bonjour, je vais me renseigner auprès de nos équipes mais effectivement ce n'est pas une situation habituelle. Bonne journée à vous ! Joy",RER B,1259475811
Mon Oct 07 05:51:47 +0000 2019,,1181084688787619840,1.181083125620904e+18,,"@Nialiex Bonjour Audrey, c'est EMAL81 qui est devenu EBON85, de ce fait comme ce train ne changeait pas de destination je n'ai pas vu l’intérêt de vous le communiquer. Bonne journée ! Joy",RER B,1259475811
Mon Oct 07 05:40:32 +0000 2019,,1181081854730018816,1.1810807901233684e+18,,"@siguchi_ Bonjour, pouvez vous me donner le numéro de la voiture ? Joy",RER B,1259475811
Fri Oct 04 07:09:25 +0000 2019,,1180017060757348352,1.180016431850754e+18,,@framaurin Bonjour et merci pour lui ! Je remonte votre message. Joy,RER B,1259475811
