date,favorite_cnt,id,reply_to_id,retweet_cnt,text,user,user_id
Sat Oct 12 10:39:31 +0000 2019,,1182969037300666368,1.1829354068594235e+18,,"@TFageole Bonjour, je suis désolé de la situation décrite. Le technicien est-il intervenu ? Anthony, votre conseiller EDF.",EDF & MOI,601866704
Fri Oct 11 11:24:59 +0000 2019,,1182618090628141056,1.182614508013052e+18,,"@GoDawks Bonjour, pour vous aider au mieux, pouvez-vous nous communiquer vos coordonnées et votre numéro client en DM via le lien [LIEN] ?  Mary, votre conseillère EDF",EDF & MOI,601866704
Thu Oct 10 17:36:50 +0000 2019,,1182349283418353664,1.1823199732990405e+18,,"@RudyLapin Bonsoir, je suis désolé de cette situation. Toutefois le réseau électrique est à la charge du gestionnaire Enedis. Je vous invite à effectuer votre signalement directement via ce lien : [LIEN] . A bientôt ! Anthony, votre conseiller EDF.",EDF & MOI,601866704
Thu Oct 10 10:19:06 +0000 2019,,1182239122099986433,1.1820761355821097e+18,,"@DeepGeorges Bonjour Georges, je suis désolée de cette situation et vous présente mes excuses au nom d’EDF pour le délai de réponse. Le courant a-t-il été rétabli ? Marie-Hélène, votre conseillère EDF",EDF & MOI,601866704
Wed Oct 09 13:38:10 +0000 2019,,1181926830317723648,1.1819191768244142e+18,,"@Minegreg261 Bonjour, je comprends, si cet orage a provoqué des dégâts, il est possible que l’énergie mettent du temps avant de revenir. Sandrine, votre conseillère EDF",EDF & MOI,601866704
Tue Oct 08 13:34:12 +0000 2019,,1181563446783041536,1.1815534805882388e+18,,"@AleranLaChiante Bonjour, je suis vraiment désolée de cette situation. Afin de signaler ce type de démarchage, je vous invite à cliquer sur le lien suivant : [LIEN]. 
Je reste à l’écoute si besoin, Marie-Hélène, votre conseillère EDF",EDF & MOI,601866704
Tue Oct 08 12:34:12 +0000 2019,,1181548348198866944,1.1815477994873733e+18,,"@Maaarinee_ Bonjour Marine, je suis à votre disposition. Pour vous aider au mieux, je vous invite à suivre ce  lien : [LIEN] ?  A très vite ! Alix, votre conseillère EDF",EDF & MOI,601866704
Tue Oct 08 09:16:42 +0000 2019,,1181498644236771329,1.1814956858976952e+18,,"@matessio Bonjour, pour vous aider au mieux, pouvez-vous nous communiquer vos coordonnées et votre numéro client en DM via le lien [LIEN] ?  Mary, votre conseillère EDF",EDF & MOI,601866704
Tue Oct 08 06:35:35 +0000 2019,,1181458097606463488,1.1814375303418757e+18,,"@ValentinColin10 Bonjour, l'énergie est-elle rétablie ? Mary, votre conseillère EDF",EDF & MOI,601866704
Mon Oct 07 06:42:21 +0000 2019,,1181097412326244352,1.1809585219590308e+18,,"@Jennifer1382 Bonjour, pour vous aider au mieux, pouvez-vous nous communiquer vos coordonnées et votre numéro client en DM via le lien [LIEN] ?  Marina, votre conseillère EDF",EDF & MOI,601866704
Sat Oct 05 16:18:48 +0000 2019,,1180517702974267392,1.1804762028653527e+18,,"@marsupilamima2 Bonjour, pour vous aider au mieux, pouvez-vous nous communiquer vos coordonnées ou votre numéro client en DM via le lien [LIEN]  Tam, votre conseillère EDF",EDF & MOI,601866704
Sat Oct 05 13:14:51 +0000 2019,,1180471414396276736,1.180451506912465e+18,,"@MarienTrompette @enedis_rhod @TotalDirEnergie @PascaleSavey Bonjour, je suis désolé de la situation décrite. Afin de voir cela ensemble, je vous invite à me communiquer en DM vos coordonnées (nom, prénom, numéro client) via le lien [LIEN] . Anthony, votre conseiller EDF",EDF & MOI,601866704
Sat Oct 05 11:33:35 +0000 2019,,1180445929620545537,1.1804144026815447e+18,,"@Energix Bonjour, merci de préciser vos coordonnées complètes en DM, ainsi, je pourrai vous répondre au mieux. À très vite ! Christelle, votre conseillère EDF",EDF & MOI,601866704
Mon Oct 14 10:05:50 +0000 2019,,1183685333789085696,1.183661974858748e+18,,"@YannTALON Pour vous aider au mieux, pouvez-vous nous communiquer vos coordonnées ou votre numéro client en DM via le lien [LIEN] ?  A très vite ! Emma, votre conseillère EDF 2/2",EDF & MOI,601866704
Mon Oct 14 10:05:39 +0000 2019,,1183685288184500225,1.183661974858748e+18,,"@YannTALON Bonjour Yann, je suis désolée pour le délai de réponse et vous présente toutes mes excuses au nom d'EDF. 1/2",EDF & MOI,601866704
