id,text,date,user,user_id,favorite_cnt,retweet_cnt
1184087428480618497,"Le pdt de la #crsa de l’⁦@ARS_CVDL⁩ introduit la commission plénière en évoquant les difficultés de la démographie médicale en ⁦@RCValdeLoire⁩ : malgré les très nbreuses lois « santé » la situation sanitaire est encore largement perfectible (urgences, premier recours) [LIEN]",Tue Oct 15 12:43:36 +0000 2019,BASIRE OLIVIER,337630985,1,0
1184078171873972224,La fête de la science continue à la #médiathèque de Chateau-Renault avec @_CentreSciences @InraVdl @RCValdeLoire . Bravo aux élèves de l'atelier Ciboulot. [LIEN],Tue Oct 15 12:06:49 +0000 2019,Elodie Chaillou,786797441991348225,0,2
1184072080196804608,"""Dans le Centre-Val de Loire @RCValdeLoire  aussi, l’opérateur @orange affiche son modèle éco responsable pour rapprocher ses salariés et ses clients d’un essentiel  environnemental""  via  [LIEN] @orangerse #Livebox5",Tue Oct 15 11:42:37 +0000 2019,Pierre Jacobs,112500095,6,2
1184067674625728512,"déTours des Sciences : Alimentation, Goût et Santé @villedetours 8,9 novembre
Programme  [LIEN]
Inscriptions pour les lycées :helene.odent@univ-tours.fr
@RCValdeLoire @SVT_OT @phychim_OT @ac_orleanstours
@UnivTours @FdDCHUTours @IEHCA_Network @ToursMetropole [LIEN]",Tue Oct 15 11:25:07 +0000 2019,Inra Val de Loire,923470272468004864,1,1
1184064687132086272,"4 #EntrpreneursEngagés se racontent ici en vidéo. Destination @RCValdeLoire @paysdelaloire @RegionNormandie et @iledefrance 

cc @franceactivecvl @FranceActivePDL @yunikonprod @BpifranceCrea @BanqueDesTerr @Regionsdefrance 

[LIEN]",Tue Oct 15 11:13:14 +0000 2019,France Active,2994667854,4,2
1184009838797492225,"#Romorantin #Emploi #formation
Retrouvez toutes les opportunités de recrutement sur [LIEN] et l'offre de formation locale #1jour1formation vendredi 18 octobre matin à l'agence.  @poleemploi_RCVL @RCValdeLoire @auberge_sologne [LIEN]",Tue Oct 15 07:35:18 +0000 2019,Grosjean Frédéric,1133286449812578307,1,0
1183993095198777344,Hier soir à @armatislc conférence de presse et remise des titres pro CRCD aux stagiaires du DEFI @poleemploi_RCVL @RCValdeLoire @cci_indre @DireccteCentre @BGE_Indre @Chateauroux36  résultat d'une synergie des partenaires locaux #AvecPoleEmploi #MissionLocale #CapEmploi [LIEN],Tue Oct 15 06:28:46 +0000 2019,David Bernard,3306380301,5,1
1183827942406684672,"133_ « Contrairement aux autres chats, le chat viverrin adore l’eau. »
• @zoobeauval | departement41 | @rcvaldeloire •
•
•
•
•
•
#picoftheday #pictureoftheday #photooftheday #landscape #landscapephotography… [LIEN]",Mon Oct 14 19:32:30 +0000 2019,Kev 💭,1084431637407035392,0,0
1183795956267016192,"Échange fructueux avec notamment ma collègue @stephanie_rist. Plus de postes d’internes dès cette année, c’est potentiellement plus de médecins généralistes dans 3 ans en @RCValdeLoire [LIEN]",Mon Oct 14 17:25:24 +0000 2019,Stéphane Baudu,1090991802176413696,2,1
1183771918824067074,C'est reparti 😊👍💪!! 60ème Châteaux de France le Château de Meung sur Loire @ChateaudeMeung par Yann Messence. @bernstephane @secretshistoire @RCValdeLoire #patrimoine #france #loire #château #yannmessence #yannmessencegallery [LIEN],Mon Oct 14 15:49:53 +0000 2019,Le Défi Châteaux de France,1069743409412345858,25,3
1183760881357856770,"La @RCValdeLoire est en #vigilanceOrange 🔶, en cas d'incident sur le réseau électrique, pour votre #securite suivez ces consignes ⤵️
#electriciteprudence [LIEN]",Mon Oct 14 15:06:01 +0000 2019,Enedis Centre,2221088047,13,7
1183756704288313351,"Episode 6:L'organisation du travail en agriculture
#management #RessourcesHumaines #Touraine  #travail #agriculture @RCValdeLoire [LIEN] via @YouTube",Mon Oct 14 14:49:26 +0000 2019,Chambre d’agriculture 37,929986268796243968,1,0
1183751899255840768,"Le Tour de France des Objectifs de développement durable fait escale en @RCValdeLoire dans le cadre de la COP régionale. RDV le 18 octobre de 9h à 17h30 à la Faculté de Pharmacie de Tours. 
➡ [LIEN] [LIEN]",Mon Oct 14 14:30:20 +0000 2019,Université de Tours,115386275,4,2
1183748361117151234,"🔝départ de la #formation titre #professionnel préparateur de commandes h/f dans le cadre d’1 DEFI👌collaboration avec la @RCValdeLoire, @poleemploi_RCVL et 3 #entreprises @CarrefourFrance Supply Chain, la Laiterie Triballat à Rians et @LaBovidaWeb dispensée par le CFP Malus [LIEN]",Mon Oct 14 14:16:16 +0000 2019,Barbosa Aline,4524722115,5,2
1183711657496842244,"🎟👨🏻‍🎓 | #OffreÉtudiante

Amis étudiants ! #Yeps de la @RCValdeLoire vous invite à Gaston Petit pour participer à la rencontre de nos ""Bleu et Rouge"" contre le @ParisFC ! 😃

🌐➡️ [LIEN]

#TeamLBC 🔵🔴 [LIEN]",Mon Oct 14 11:50:26 +0000 2019,La Berrichonne de Châteauroux,2338078718,2,0
1183710289113563136,À noter que @DavidJouillat a été (c’est du passé) un très bon joueur de foot amateur. La région @RCValdeLoire s’en souvient bien.... [LIEN],Mon Oct 14 11:44:59 +0000 2019,Anthony Brulez,992800934,3,0
1183692035209027584,Avec 6 sites en exploitation en injection #Naskeobiogaz - constructeur français au service des territoires - injecte plus de 1300 Nm3CH4/h ! Le #biométhane produit est injecté sur les réseaux #GRDF et #GRTgaz des régions @paysdelaloire @RCValdeLoire @regiongrandest [LIEN],Mon Oct 14 10:32:27 +0000 2019,Naskeo Environnement,2166615786,22,8
1183682896101543936,"#CommuniquePresse COOPEA et le @GroupeGambetta lancent la commercialisation de Liberty, une résidence de 56 logements #Immobilier @villedetours @RCValdeLoire #Tours [LIEN] [LIEN]",Mon Oct 14 09:56:08 +0000 2019,Groupe Gambetta,558736349,2,1
1183652443864875008,"#1jour1formation le 15/10 dès 13h30 à #Chartres #AvecPoleEmploi tous les organismes de formation seront présents au côté de notre équipe avec des conseils pour votre futur intégration en entreprise @poleemploi_RCVL @RCValdeLoire
@BarbeauAnneMar2 @ManouvrierFab",Mon Oct 14 07:55:08 +0000 2019,Valerie Le Normand,4716362993,7,3
1183651528718069765,"📣 La session d’info sur les appels 🇪🇺 #H2020 organisée par @RCValdeLoire et le réseau #Euclide avec @FrancePcn commence ! 
Introduction de la Vice-Présidente Anne BESNIER, avec : @EU_H2020 @pcn_bio @PCN_Envir @H2020_Transport @PCN_Energie [LIEN]",Mon Oct 14 07:51:30 +0000 2019,Région Centre-Val de Loire Europe,1125411763808284672,3,2
1183645161840087040,👏👏Félicitations à Quentin Deveuve (Doctorant de notre équipe FRAME) pour son prix du meilleur poster au 32ème colloque Biotechnocentre de la @RCValdeLoire !!! @UnivTours @FacmedTours @AdoctAsso [LIEN],Mon Oct 14 07:26:12 +0000 2019,GICC,850316739397263360,15,2
1183640994211860480,"#1journee1formation pour le bassin Drouais c'est demain mardi 15/10 au Pôle emploi de Vernouillet. 📢 De nombreuses places de formation disponibles vers les métiers qui recrutent !
 👉 On vous attends nombreux ! @poleemploi_RCVL   @ValLefrancois28  @RCValdeLoire [LIEN]",Mon Oct 14 07:09:38 +0000 2019,© Emmanuel VIOLLIER ™,3320515492,3,5
1183612395798687744,"📣 Vernissage de l'exposition  « Renaissance en région Centre-Val de Loire [Inventaire photographique de @RCValdeLoire] » 🗓 mercredi 16 octobre 2019 à 13h30
📍 hall de la gare SNCF
#VENDÔME VILLIERS-SUR-LOIR #leonardodavinci @davincinewsoff
#loiretcher @NRvendome @pressercvl [LIEN]",Mon Oct 14 05:16:00 +0000 2019,Agnès Sinsoulier-B,1156548547,4,1
1183401550061985793,Merci @ouisncf @GroupeSNCF @SNCF et la région @RCValdeLoire pour ce retour Blois-Paris à 30€ pour rester debout tout le long et ce pour plus d’une centaine de personnes - il faut croire que les caisses sont vides #voleurs #ArnaqueurDesTempsModernes [LIEN],Sun Oct 13 15:18:10 +0000 2019,Amina Ennaciri,418659402,5,0
1183136538093412360,On est en soirée et @PaulFarault  parle de la région @RCValdeLoire et de @Valerie_Corre ! [LIEN],Sat Oct 12 21:45:06 +0000 2019,Valentin Bourgeois,902567927769178112,14,1
1183120041941831682,"Profitant du soleil tourangeaux, Circé s’est rendu à Saint-Cyr-sur-Loire à côté de #Tours ! #weekend en @RCValdeLoire [LIEN]",Sat Oct 12 20:39:33 +0000 2019,Passeurs de Légendes,1161202845229768704,2,2
1183075959848747008,"Quand je croyais que @NoraMethivier allait arrêter d’inonder mon fil FB et Twitter avec les publications autour du @CRJCentre_VDL, c’est au tour de @bast_tblt d’y rentrer... 😂

 Merci à vous deux pour votre engagement pour nous les jeunes de @RCValdeLoire ! [LIEN]",Sat Oct 12 17:44:23 +0000 2019,Toinouuu,611002809,3,2
1183065564266336256,"👉 Aujourd’hui à l’Hôtel de la @RCValdeLoire en tant que nouveau conseiller régional de la jeunesse. 

En avant pour représenter les jeunes de 15 à 29 ans de la région pendant ces deux prochaines années. 🤝 [LIEN]",Sat Oct 12 17:03:05 +0000 2019,Renan Loiseau,1029841714255724544,3,0
1183020075076460544,La @cress_centre et l @LESPER_France signeront avec @RCValdeLoire et le @rectorat pour présenter l ess aux lycéens. Ce sera à l’occasion des #anmdl organisées par @FederationMDL,Sat Oct 12 14:02:20 +0000 2019,Caroline Dumas,798988579032604673,7,1
1183003951047856128,AG urgence #Polt. La vice présidente @NvelleAquitaine déclare que la région est à l écoute des usagers qui se sentent abandonnés et qu @al_rousset soutient le Limousin. Je transmettrai au usagers obligés de prendre leur voiture faute de desserte / coordination avec @RCValdeLoire,Sat Oct 12 12:58:15 +0000 2019,CODEGASS,255986529,0,0
1182976534228942848,Décollage imminent pour l’équipe du projet Cuiseur 2.0! @VaucansonTours @ac_orleanstours @RCValdeLoire [LIEN],Sat Oct 12 11:09:19 +0000 2019,Cuiseur 2.0,1167852647338168321,1,2
1182934873436315649,"[Plénière] Aujourd’hui, nous accueillons tous les nouveaux membres ayant été tirés au sort le 3 octobre, en présence de @cfourniereelv, vice-président de la @RCValdeLoire délégué à la transition écologique 👌🏻

#CRJCentre #JeunesEnAction",Sat Oct 12 08:23:46 +0000 2019,Conseil Régional de la Jeunesse CVDL,2920194753,8,2
1182759235760918529,"Dommage laisser @villedeblois : temps superbe, accueil charmant et chaleureux, une Joconde sur les marches, nourriture délicieuse ...... tout était un régal! Un très grand merci à toute l'équipe du Maire: Mme Monteiro, M Heyde-Betancourt, M Ennajib. @ItalyinFrance @RCValdeLoire [LIEN]",Fri Oct 11 20:45:51 +0000 2019,Italy in Paris,819910806615785472,4,2
1182729796792602625,"Bonsoir @RCValdeLoire, il est normal qu'un bus transportant nos enfants me double à + de 100km/h (sur une route à 80) et double dangereusement une autre voiture juste avant un virage? @F3Centre @RoutePlusSure @Prefet18 [LIEN]",Fri Oct 11 18:48:52 +0000 2019,🇫🇷 Damien 🇫🇷,1465265292,0,0
1182696627498311681,Conférence de @v_courdavault  au colloque #Biotechnocentre à Seillac. #plantemedicinale #anticancer #catharanthus #bioingenierie #levure #bioproduction #biopropharm @axyntis @project_miami #H2020 @RCValdeLoire @UnivTours,Fri Oct 11 16:37:04 +0000 2019,Plant & Biotech Lab,879287444994215936,5,1
1182689492181962753,"La région @RCValdeLoire, un exemple à suivre! 
Merci de votre engagement pour les étudiants, qui sauront vous le rendre.
Cc @fbonneau [LIEN]",Fri Oct 11 16:08:42 +0000 2019,Chloé Jarroir,1068426190971707392,14,2
1182673162355531776,"Nous étions hier dans le Lochois Sud Touraine pour la suite de l'expérimentation citoyenne sur la #TransitionEnergetique portée par la @RCValdeLoire et la ComCom, #concertation, #démocratie #participative (avec @AgenceEker &amp; @QuadrantConseil ) [LIEN]",Fri Oct 11 15:03:49 +0000 2019,interMezzoCoop,3526093655,4,3
1182669736796217345,Soirée d’inauguration de #echophyse et pôle Aire ! #ambassadup @RCValdeLoire @Devup_ [LIEN],Fri Oct 11 14:50:12 +0000 2019,Grégory Siraud,3247474677,1,0
1182667767088062464,"Rendez-vous dans les agences @poleemploi_RCVL à partir de lundi, 6000 places de formation disponibles avec #1journéepour1formation en partenariat avec @RCValdeLoire. Les conseillers Pôle emploi vous aideront à trouver la vôtre ! [LIEN]",Fri Oct 11 14:42:23 +0000 2019,Virginie Coppens Menager,969517088393039878,28,16
1182662862306795523,Découverte virtuelle des nouveaux trains Bombardier Un nouveau siège (prémonitoire ?) pour ⁦@CMunsch_Masset⁩ 😀⁦@RCValdeLoire⁩ ⁦@SRD_CentreVDL⁩ ⁦@enavanttours⁩ #Tours  [LIEN],Fri Oct 11 14:22:53 +0000 2019,Jean-Patrick Gille,505998825,3,0
1182654717144502273,"Inauguration de l'EUK-CVL : la concrétisation d'un projet d'universitarisation porté par les acteurs locaux, et soutenus par les acteurs nationaux tel que @La_FNEK 

Cc @KinergyOrleans @RCValdeLoire @Rchdcrmx @LeBouler2 @Univ_Orleans @sup_recherche @MinSoliSante @couillandre [LIEN]",Fri Oct 11 13:50:31 +0000 2019,FNEK,284263780,26,8
1182647144974639104,"#Tours, #Bourges, découvrez en #vidéo une sélection d'événements organisés en @RegionC Région Centre-Val de Loire à l'occasion des #JNArchi2019 !
🔻
[LIEN] @RCValdeLoire @villedetours @BourgesBerry @F3Centre @SweetFmRadio @AFPRennes @LoireValleyPR",Fri Oct 11 13:20:26 +0000 2019,Les archis fêtent les #JNARCHI2019,2365609884,6,2
1182583477461348352,Trois jours de réflexion sur les milles dimensions de l’histoire de l’Italie et sur les liens indestructibles entre la France et l’Italie aux @rdvhistoire 2019 @villedeblois @RCValdeLoire [LIEN],Fri Oct 11 09:07:27 +0000 2019,Italy in France,968165303766134786,3,0
1182574489768546306,"Introduction de @fbonneau, président de @RCValdeLoire. #RVH2019 [LIEN]",Fri Oct 11 08:31:44 +0000 2019,Rendez-vous-histoire,491344959,10,5
1182570291597402112,🌍 Traversée du Grand Est #Touraine #Circo3702 en 🚴‍♂️ #vélos à 💧 #hydrogène - 10:00 - Km 10.3 🏡 Saint-Laurent-en-Gâtines (1 000 hab.) 🥇1er gymnase à énergie positive en @RCValdeLoire  #TransitionÉnergétique ➡️ #Ruralité Conquérante Cc @EmmWargon @afhypac @PragmaFuelCells [LIEN],Fri Oct 11 08:15:03 +0000 2019,Labaronne Daniel,3063365597,4,2
1182552194568065024,"📺⏰ Retrouvez 2 nouveaux épisodes inédits de #TerresDePartage 🌍🌱 ce week-end vers 13h50 sur @France2tv :
👉 samedi : "" #Moisson à bord"" ( @RCValdeLoire )
👉 dimanche : ""Solidari’terre"" ( @iledefrance )
📌 [LIEN] [LIEN]",Fri Oct 11 07:03:08 +0000 2019,Passion Céréales,97477009,6,4
1182536836570370048,"Quelque part en Beauce, fin juillet, après la moisson...
78/28 @Les_Yvelines #Yvelines @eurelien #EureetLoir
@iledefrance #IledeFrance
@RCValdeLoire #CentreValdeLoire
#BornesFrontièresDépartementales [LIEN]",Fri Oct 11 06:02:06 +0000 2019,SOFIA mobilité,2956329267,1,0
1182520371569934336,Treizième édition de Vauc’en Sciences | Home [LIEN] @VaucansonTours @ac_orleanstours @RCValdeLoire @_CentreSciences @beguin_katia,Fri Oct 11 04:56:41 +0000 2019,Emmanuel THIBAULT,2478652678,11,7
1182392328096485377,"Bon j'ai finalement pas pu assister aux 3 conférences que j'avais prévu (dont celle de l'@ef_rome @BriceCatherine 😭😭) ! 

Mais tout n'est pas perdu ! J'en ai profité pour faire un peu de photo N&amp;B de la belle @villedeblois @RCValdeLoire @vivadavinci2019 #RVH2019 💪🇮🇹 [LIEN]",Thu Oct 10 20:27:53 +0000 2019,Peter,428137963,8,2
1182366846726610944,Les opportunités entre l’Italie et la France sont énormes pour nos entreprises comme nous l’avons vu le 2 octobre dernier lors des 1ères rencontres #Investire des entreprises à capitaux italiens en @RCValdeLoire avec le précieux concours de l’@irefi_eu. A presto ! [LIEN],Thu Oct 10 18:46:38 +0000 2019,Frederic Pinna,718637556678717440,5,1
1182363830451691521,Accueil du Tour de France digital @LeCNC Promouvoir les salles de cinéma indépendantes et leur numérisation = Aménagement culturel du territoire ! En @RCValdeLoire : aide à la numérisation des salles et la diffusion en zone rurale notamment avec #cinémobile dispositif innovant ! [LIEN],Thu Oct 10 18:34:39 +0000 2019,kim hamisultane,405602806,8,2
1182347005076672514,"On avance, encore 45 tuteurs de la @RCValdeLoire formés au tutorat, à la supervision clinique au service de l’acquisition des compétences en stage des étudiants de l’EUK @Univ_Orleans merci à tous, et poursuivons nos échanges école/stages pour améliorer la formation!",Thu Oct 10 17:27:47 +0000 2019,Guillaume Kamin,347390026,12,3
1182343212670869505,"🌿 Le Tour de France des Objectifs de Développement Durable #ODD fait escale en #CentreValdeLoire à Tours ! Découvrez le programme et inscrivez-vous à l'événement 👇

@CopCVL @RCValdeLoire [LIEN]",Thu Oct 10 17:12:43 +0000 2019,WWF France 🐼,19731386,14,3
1182329713970356227,"Afin d’acter le financement du Campus Madeleine, un accord-cadre vient d'être signé 🖊 entre @OrleansMetropol, @Univ_Orleans, l’État, la Région @RCValdeLoire et le Département du #Loiret. [LIEN]",Thu Oct 10 16:19:05 +0000 2019,Le Loiret,188357614,10,5
1182328475635638272,"🚆 Des nouveaux trains arrivent dans la région !
La @RCValdeLoire et @SNCF mobilités ont commandé 32 nouveaux #trains auprès de @Bombardier pour un coût de 460 M€.
📅 Rendez-vous demain et samedi en gare de #Tours pour les découvrir !
🎥 vidéo complète : [LIEN] [LIEN]",Thu Oct 10 16:14:09 +0000 2019,Centre-Val de Loire,219792155,20,12
1182327959031615488,Blois : les Rendez-vous de l'Histoire en chiffres @SweetFmRadio @rdvhistoire @vivadavinci2019 @Departement41 @RCValdeLoire [LIEN] [LIEN],Thu Oct 10 16:12:06 +0000 2019,Terrien Nicolas,1164525137498202113,0,0
1182317562421493760,"☀️✈️ Préparez vos vacances!
☝️Et sur l’aéroport Marcel Dassault, le parking est gratuit! 
D’autres infos-voyages à suivre... @Topoftravel @Indre36 @RCValdeLoire @ChateaurouxOT @nrchateauroux #egypte #madere #portugal #jordanie #Lisbonne #Voyage [LIEN]",Thu Oct 10 15:30:47 +0000 2019,Aéroport Marcel Dassault - Châteauroux,823889092467453952,11,3
1182312061054980097,🔝Félicitations aux équipes Pôle emploi : le Forum inter-régional du Perche #VersUnMetier a permis aux entreprises locales de rencontrer des candidats ciblés et de préparer leurs recrutements #satisfaction 👏😀 @RCValdeLoire [LIEN],Thu Oct 10 15:08:56 +0000 2019,annie ferré,814828884613074944,3,1
1182311664114380801,"➡️ ✍️Signature de l'accord cadre précisant l'engagement financier de tous les partenaires : @Prefet45_Centre @OrleansMetropol, @RCValdeLoire @leloiret @Univ_Orleans pour le futur campus madeleine à #Orléans 👏 Pour en savoir + [LIEN] [LIEN]",Thu Oct 10 15:07:21 +0000 2019,"Préfet Centre-Val de Loire, préfet du Loiret",515561344,16,10
