id,text,date,user,user_id,favorite_cnt,retweet_cnt,reply_to_id
1177153097224925184,"@vicbodar @free Bonjour, pour toute demande, merci de nous contacter directement en MP, Bien indiquer l'identifiant abonné ou le n° de ligne pour accéder au dossier ;)",Thu Sep 26 09:29:03 +0000 2019,Assistance Freebox,58920430,0,0,1176961585958522883
1177152647293493248,"@lawscorpio93 @free @nPerf Bonjour, pour toute demande, merci de nous contacter directement en MP, Bien indiquer l'identifiant abonné ou le n° de ligne pour accéder au dossier ;)",Thu Sep 26 09:27:16 +0000 2019,Assistance Freebox,58920430,0,0,1177011793358667776
1177152257768472583,"@AlecEraud @free @orange @SFR Bonjour, pour toute demande, merci de nous contacter directement en MP, Bien indiquer l'identifiant abonné ou le n° de ligne pour accéder au dossier ;)",Thu Sep 26 09:25:43 +0000 2019,Assistance Freebox,58920430,0,0,1177111013474406401
1177152013450305536,"@pascal9406 @Xavier75 @60millions @Challenges @MagazineCapital @UFCquechoisir Bonjour, pour toute demande, merci de nous contacter directement en MP, Bien indiquer l'identifiant abonné ou le n° de ligne pour accéder au dossier ;)",Thu Sep 26 09:24:45 +0000 2019,Assistance Freebox,58920430,0,0,1177129623257341952
1176163544599072768,"@Mauvais_Coton Bonjour Alizée, directement en privé avec votre identifiant de ligne. Merci !",Mon Sep 23 15:56:55 +0000 2019,Assistance Freebox,58920430,0,0,1176157248126668800
1176125560919076864,"@SoGood2558 Bonjour, vous pouvez vérifier dans les spams au cas où le mail se soit égaré ! Nous pouvons aussi vérifier les informations ensemble en DM 👌
[LIEN]",Mon Sep 23 13:25:59 +0000 2019,Assistance Freebox,58920430,0,0,1176009056022147073
1176123377960009728,"@jojoplay59 Bonjour Johan, pour toutes vos demandes je vous invite à nous joindre en privé ;-) Merci
[LIEN]",Mon Sep 23 13:17:19 +0000 2019,Assistance Freebox,58920430,0,0,1176081856166580224
1176117229726961665,"@L_Etienne5 @free @freemobile Bonjour Etienne, vous avez obtenu une réponse à votre demande par téléphone ce matin. Tout comme nous avons répondu à votre dernier message en privé et si vous souhaitez discuter du suivi de votre dossier, nous sommes toujours à votre écoute en DM 😉",Mon Sep 23 12:52:53 +0000 2019,Assistance Freebox,58920430,0,0,1176115003604328450
1177554410316152833,"@FranckProvoque @REDbySFR Bonjour, pour toute demande, merci de nous contacter directement en MP ;)",Fri Sep 27 12:03:43 +0000 2019,Assistance Freebox,58920430,0,0,1177552819945136130
1178704683759734784,"@__xmlrpc_php__ @SFR @orange @bouyguestelecom Bonjour, vous m'en dites plus en privé avec votre identifiant de ligne ? Comme cela est indiqué sur la photo que vous commentez 😉 Merci
[LIEN]",Mon Sep 30 16:14:30 +0000 2019,Assistance Freebox,58920430,0,0,1178667723934588934
