id,text,date,user,user_id,favorite_cnt,retweet_cnt
1178350291676205056,"[LIEN] annule votre retrait de points pour 39.90€!!! 100% legal, 100% garanti!
SATISFAIT OU REMBOURSE!
#PV #Amende #radar #permisapoint #permisdeconduire #antai @AlphaTaxisParis @Kapten @UberFR @TAXISG7 [LIEN]",Sun Sep 29 16:46:16 +0000 2019,PVconteste,1113377148654505984,2,0
1178337209717538816,Sérieux @TAXISG7 35mn sans taxi avec une file d’attente de 30m Gare d’Austerlitz un dimanche soir ??? Prendre un #taxi devient un réel acte militant ! #servicedeplorable,Sun Sep 29 15:54:17 +0000 2019,Gregoire Medina,67864432,0,0
1178223923932082178,"La pollution peut causer des dépressions et des suicides chez les adolescents .
Ca doit étre dur de faire 60000 km en Mercedes Classe V diesel et de voir son gamin en dépression...
@UberFR @TAXISG7 [LIEN]",Sun Sep 29 08:24:08 +0000 2019,heptaxi!lacroissance,915906939816742912,0,0
1177929053480849411,"Le chauffeur de mon taxi, franco-senegalais, a relevé les plaques d'immatriculation. Facile à tracer par @TAXISG7. Délinquance routière, mise en danger de la vie d'autrui =zéro impunité ! [LIEN]",Sat Sep 28 12:52:25 +0000 2019,Chantal de Gournay,782249130429128704,4,5
1177325878193414146,Bonsoir @TAXISG7 ! 15 min d’attente pour un taxi Gare Du Nord ? 🤔 et ça pullule de Uber et tutti quanti !,Thu Sep 26 20:55:37 +0000 2019,virginie vidal,963851593,0,0
1177130946283352064,"🚕 Bonjour @TaxisG7, je fais bien de vérifier mes relevés bancaires... D'où ai-je effectué une course à 37 euros avec vous ? J'en ai fait une seule ce mois-ci: elle m'a coûté 25.10 euros et mon ticket indique 25.10 euros. Mon relevé bancaire 37 euros. Merci de régulariser cela.",Thu Sep 26 08:01:02 +0000 2019,WILLIAM MARTINGENIER,47621442,1,1
1176882727427198976,Salut @TAXISG7 c’est normal que vos taxis refusent de faire La Défense - Versailles ?,Wed Sep 25 15:34:42 +0000 2019,pomdirect,841352143537876996,0,2
1176875636067098624,"Parlons d'#inclusivite aujourd'hui à l'@GustaveRoussy bon de transport en main pour ma fille PMR, appelé société @TAXISG7 aucun véhicule car soit disant course hors secteur!! Destination veauctresson...sur place les autres taxis même discours..bilan @Uber et zéro  question",Wed Sep 25 15:06:31 +0000 2019,jccarme,4828890370,0,0
1176759514286186496,Bravo l’appli G7 est top @TAXISG7 #iloveg7 [LIEN],Wed Sep 25 07:25:05 +0000 2019,Vanessa Parodi,381170991,1,1
1176542581100072962,"Toutes mes félicitations à la @TAXISG7 pour son prix de la meilleure Apps #SmartCar. Elle s'impose🥇dans le monde des Apps et de l'Internet Mobile🏆🚖. A très bientôt sur #Nice06 !
#ILoveNice #Taxi #NicolasRousselet @TaxiNCA @LGRANDGUILLAUME [LIEN]",Tue Sep 24 17:03:05 +0000 2019,Roland Arfi,937366112,7,1
1176484332229353472,"Ah le bonheur de commander - pour une fois - un #taxi @TAXISG7 et recevoir un message sur les 9 minutes de retard du chauffeur. Minutes qui seront, bien évidemment, décomptées sur la facture. Et après, ça râle à cause de la concurrence... [LIEN]",Tue Sep 24 13:11:37 +0000 2019,Bulles de Flo,154229905,1,0
1176066853560639488,"Déception d'hier #journeesansvoiture

- taxi à +30km/h rue Turbigo
- refus de priorité d'un VTC
- bus qui ""oublie"" les cyclistes
- scoot sur une PC simple à contre sens
- scoot sur la PC pour ne pas éviter un sens interdit
- @TAXISG7 qui klaxon un cycliste à 25m d'un feu rouge",Mon Sep 23 09:32:42 +0000 2019,En Roue Libre 🚲,1135476843740618752,2,0
1176039935540891648,La localisation d'un taxi commandé sur l'application @TAXISG7 est à l'opposé de la précision de l'horlogerie Suisse 🤦🏻‍♂️,Mon Sep 23 07:45:45 +0000 2019,Samuel Masson,38639881,1,1
1175890778058559494,"Aéroport Orly ce soir 23h30 : juste 100-150 personnes qui attendent un taxi, OMG 👀👀👀 @TAXISG7 [LIEN]",Sun Sep 22 21:53:03 +0000 2019,Max,213410583,0,0
1175438634847211520,"Bonjour @TAXISG7, @UberFR m’ayant fait arnaqué de 21,4€ je voudrais utiliser votre application. Quand je veux ajouter une CB vous tentez de le prendre 30€... l’aide en ligne ne fonctionne pas sans carte 🙄 [LIEN]",Sat Sep 21 15:56:23 +0000 2019,Toniodu7,2850778038,0,0
1178453056662507520,"Sans parler @TAXISG7 contre lequel vous avez une dent 🦷 Madame la députée, je vous dirais qu’une seule chose : La droite nationaliste et patriote, pro-peuple et anti-système arrive.

Que vous le vouliez, ou pas 😉

[LIEN]",Sun Sep 29 23:34:37 +0000 2019,Sabrina Sympa 🙋‍♀️,1017674291205287941,5,2
1178379309876154368,Pas merci @TAXISG7 de me laisser en plan avec la petite fille alors que je réserve 2h15 a l'avance 😾,Sun Sep 29 18:41:35 +0000 2019,Michael,1064444022,0,1
1178711879180525569,"Bonjour @TAXISG7, j'ai vu que nous avons été prélevés de deux fois le montant de notre course le dimanche 22 septembre (57€ quand même...). J'ai envoyé un email pour correction avec votre page contact et n'ai aucun retour de votre part. Je fais comment pour être remboursé ?",Mon Sep 30 16:43:06 +0000 2019,Damien Lesage,65572692,1,0
1178923525224239106,"Mon @TAXISG7 qui dit qu'il est arrivé alors que non... Et j'adore je finis par monter dans le taxi y a déjà écrit 13,90€ sur le compteur. Le foutage de gueule est total...
Si ce n'était pas ma boîte qui payait je ferais un scandale...",Tue Oct 01 06:44:06 +0000 2019,Arkthus le Panda Enchanté ✨🐼🏳️‍🌈,1143966890185936896,0,0
1179025046490222595,"Bonjour @TAXISG7, une cliente a voulu faire une réservation de Taxi en cherchant sur @Google un numéro 01... , elle est tombée sur un soit disant partenaire de vos services 0186905082. Déjà que notre métier est copié et usurpé, on chercherai à vous usurper aussi. Bon signe ?",Tue Oct 01 13:27:30 +0000 2019,tacoparigo,2764170114,0,0
1179173356765155328,Couverture du N°163 (1er octobre 2019) du journal 100%News Taxis par 'Doyouspeaktaxi'. @helene.manceron  @taxisg7 @pidetaxies @ntaxi_oficial @alphataxisparis #taxi #taxiparisien #doyouspeaktaxi #notuber #taxidriver #taximan #taxicab #besttaxi #taximeter #taxiparis #taxis #taxisg7 [LIEN],Tue Oct 01 23:16:50 +0000 2019,Do you Speak TAXI,1091831895804002305,0,0
1179142780385406976,"Bonjour @TAXISG7,
Habitué de votre service pour la possibilité de réserver la veille. Retard du taxi ce matin qui m'a presque fait rater mon train. Faites vous un geste commercial dans ce cas - pour le principe ?
LG",Tue Oct 01 21:15:20 +0000 2019,Louis,554398747,0,0
1179666050650136576,"Si vous êtes une personne gravement malade, âgée et fragile surtout évitez de ""réserver"" un taxi conventionné @G7 @TAXISG7 @G7fr sous peine de vous retrouvez à attendre le précieux temps qu'il vous reste dans le vent et rater un Rdv Important ! #SMH",Thu Oct 03 07:54:38 +0000 2019,Laurence O,467564082,0,1
1179871752299712516,Paris... Capital européenne et 30 min d'attente pour un taxi... Pas de possibilité de réserver via l'appli... On est où @TAXISG7,Thu Oct 03 21:32:01 +0000 2019,Le Davo #geek,570751227,1,0
1180042745186009088,"Hier soir un migrant brûlait comme une torche sur #EUROSTAR à la @garedunord_live parec qu'il est tombé sur la caténaire, bravo aux #TAXIS et notamment aux chauffeurs @TAXISG7 qui sont venus m'aider à éteindre le feu, les agents de sécurité lamentables (certains)",Fri Oct 04 08:51:29 +0000 2019,Yann La Mascotte,858432936315584512,0,1
1180167457266454528,Bonjour @TAXISG7 pensez vous que ce collaborateur donne une bonne image de votre société ? Un petit rappel de savoir vivre et du code de la route serait nécessaire. [LIEN],Fri Oct 04 17:07:02 +0000 2019,Fltpp,1046835958568681472,1,0
1180553734176329728,"Bonjour @TAXISG7 j’ai voulu prendre un de vos taxis le jeudi 3 au soir qui n’est jamais arrivé car il ne suivait pas mes indications, on m’a pourtant facturé 13€ pour un trajet jamais effectué, scandalisée au max",Sat Oct 05 18:41:58 +0000 2019,𝒫𝒐𝒎𝒎𝒆,3313621214,0,0
1180972649964548097,C'était en 2013 @hocinetaxi . Bien avant la création du Service Plus de @TAXISG7 . Les idées foisonnaient sur le forum pour se remettre en question . On a pas attendu la Loi @tthevenoud pour se battre. La bataille n'est pas finie.Bravo aux collègues pour leur lutte sur le service [LIEN],Sun Oct 06 22:26:35 +0000 2019,Taxi Colombo,1166599805096931328,0,0
1181462671792726016,".@TAXISG7 vous êtes nuls ! Je commande un taxi la veille et le taxi n’arrive pas. Un téléacteur de @g7 m’appelle pour me dire que la demande étant trop forte, ils n’ont pas trouvé le taxi... que j’ai réservé la veille... honteux ! Du coup j’ai appelé un concurrent qui est arrivé.",Tue Oct 08 06:53:46 +0000 2019,PAPAZIAN,220807773,0,0
1181495424760373249,"Une expérience infructueuse en 3 temps : 
1. le standard téléphonique confirme que la compagnie de taxi est conventionnée
2. le chauffeur de taxi confirme être conventionné
3. l'assurance maladie ne prend pas en charge car ""le transporteur n'est pas conventionné""
@TAXISG7 [LIEN] [LIEN]",Tue Oct 08 09:03:55 +0000 2019,EVAL,2574436772,0,0
1181644370845585410,J'ai pris un @TAXISG7  la semaine dernière et il m'as donné une mauvaise facture ! datée de 2 jours avant!! J'en ai besoin pour demain absolument ! Un modo dans les parages ?,Tue Oct 08 18:55:46 +0000 2019,Bruce Wayne,707252934925533185,1,0
1182162498952290305,"Hello 
@TAXISG7
