id,text,data,user,user_id,favorite_cnt,retweet_cnt,reply_to_id
1176059401209352192,@Franky_Darland Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Mon Sep 23 09:03:06 +0000 2019,beIN SPORTS,569138069,0,0,1.1758480568577352e+18
1175804119707262976,@b9_yannis Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Sun Sep 22 16:08:42 +0000 2019,beIN SPORTS,569138069,0,0,1.1758022710383534e+18
1175753317839978498,@Ben2oo Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Sun Sep 22 12:46:50 +0000 2019,beIN SPORTS,569138069,0,0,1.1757395112817172e+18
1175750624895471616,@RemiDeroy Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Sun Sep 22 12:36:08 +0000 2019,beIN SPORTS,569138069,0,0,1.1755523274885407e+18
1175730830985105408,@Foss36903482 Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Sun Sep 22 11:17:28 +0000 2019,beIN SPORTS,569138069,0,0,1.175428505242407e+18
1175121582030807053,@dig79 Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Fri Sep 20 18:56:32 +0000 2019,beIN SPORTS,569138069,0,0,1.175109268246278e+18
1175119428238893056,@Leon_Jourdain Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Fri Sep 20 18:47:59 +0000 2019,beIN SPORTS,569138069,0,0,1.175113600270291e+18
1175116866462855168,@DubuissezJohan Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Fri Sep 20 18:37:48 +0000 2019,beIN SPORTS,569138069,0,0,1.1751117918625833e+18
1175115603197276161,@nicolasmeteyer Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Fri Sep 20 18:32:47 +0000 2019,beIN SPORTS,569138069,0,0,1.1751115892022067e+18
1175115439317430273,@paulpog12265836 Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Fri Sep 20 18:32:07 +0000 2019,beIN SPORTS,569138069,0,0,1.1751093934043136e+18
1174954552103075840,@OrthezImmo Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Fri Sep 20 07:52:49 +0000 2019,beIN SPORTS,569138069,0,0,1.174817948369863e+18
1174782828078338048,@HandAction Bravo à @05_phil !,Thu Sep 19 20:30:27 +0000 2019,beIN SPORTS,569138069,2,1,1.174741564658262e+18
1174712082593460224,"⚽ Son palmarès : 

🏆🏆🏆 League Cup
🏆🏆 Premier League
🏆🏆 Community Shield
🏆 Coupe de Bulgarie
🏆 Coupe du Monde des Clubs",Thu Sep 19 15:49:20 +0000 2019,beIN SPORTS,569138069,125,21,1.1747024262319227e+18
1174232103787159552,@_chungle Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Wed Sep 18 08:02:04 +0000 2019,beIN SPORTS,569138069,0,0,1.1740396962902548e+18
1173982224896724992,@OubaOuba9 Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Tue Sep 17 15:29:08 +0000 2019,beIN SPORTS,569138069,0,0,1.173979167324627e+18
1173894126787538946,@OlivierTouya Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Tue Sep 17 09:39:04 +0000 2019,beIN SPORTS,569138069,0,0,1.1735514185040773e+18
1173675080636870658,"@ecama10 @Ligue1Conforama @staderennais Il devient le plus jeune joueur de l'histoire de la @Ligue1Conforama à remporter cette distinction !
[LIEN]",Mon Sep 16 19:08:39 +0000 2019,beIN SPORTS,569138069,89,13,1.173652313531175e+18
1173238452067999746,@wonka241 Nous essayons de vous répondre par message direct. Merci de nous suivre sur twitter pour que nous puissions vous l'envoyer.,Sun Sep 15 14:13:39 +0000 2019,beIN SPORTS,569138069,0,0,1.1731863832357356e+18
